"id","name","startdate","enddate","tags","lat","lng"
"1030376","""US/Canada Hands Off Venezuela! Vancouver Protest Action""","2018-02-09T16:00:00-08:00","2018-02-09T16:00:00-08:00","[""Activism""]","49.287487",-123.1196456
"1021321","""Afternoon at the Movies for Families""","2018-02-02T15:30:00-08:00","2018-02-23T17:15:00-08:00","[""Film""]","49.250967",-123.0422821
"1031316","""Grand Opening of the New REP/Thursdays""","2018-02-15T00:00:00-08:00","2018-02-15T00:00:00-08:00","[""Nightlife""]","49.2794743",-123.1221216
"1031651","""Beadwork as Resistance and Resilience""","2018-04-23T19:00:00-07:00","2018-04-23T21:00:00-07:00","[""Galleries""]","49.327049",-123.154809
"1031891","""The Writer&#039;s Studio Reading Series""","2018-03-01T20:00:00-08:00","2018-03-01T20:00:00-08:00","[""Literary/Books""]","49.244851",-123.10105
"1032291","""Dirty Little Secrets Improv Show""","2018-03-06T20:00:00-08:00","2018-03-06T20:00:00-08:00","[""Comedy""]","49.2813725",-123.1334276
"1025331","""Vancouver Philharmonic Goes to England""","2018-02-25T15:00:00-08:00","2018-02-25T15:00:00-08:00","[""Performing Arts"", ""Other""]","49.33063139999999",-123.0716483
"1025776","""Follow your Bliss: Valentine&#039;s Day Dinner""","2018-02-14T16:30:00-08:00","2018-02-14T21:00:00-08:00","[""Food & Drink"", ""Holiday""]","49.2702154",-123.1007552
"1022436","""On Instinct: Fine Art Exhibit""","2018-01-28T00:00:00-08:00","2018-02-11T00:00:00-08:00","[""Galleries"", ""Food & Drink""]","48.4360516",-123.3399767
"1030596","""Future Father Figures Smaise""","2018-02-13T00:00:00-08:00","2018-02-13T00:00:00-08:00","[]","49.2722534",-123.1349708
"1030871","""Meet the Author Series Featuring Lorimer Shenher""","2018-02-22T19:00:00-08:00","2018-02-22T22:00:00-08:00","[""Literary/Books""]","49.26515269999999",-123.1856509
"1035271","""Mutt + Omianan + Lou Garou""","2018-03-21T19:30:00-07:00","2018-03-21T23:00:00-07:00","[""Concerts"", ""Food & Drink""]","49.28302739999999",-123.0962677
"1027221","""Gender Identity in children and youth""","2018-02-01T19:00:00-08:00","2018-02-01T19:00:00-08:00","[""Forums & Talks"", ""Other""]","49.27966840000001",-123.1154772
"1032011","""Hacking Success, Her Way""","2018-03-01T19:00:00-08:00","2018-03-01T22:00:00-08:00","[""Forums & Talks""]","49.2303061",-123.0036025
"1031641","""City in Flux: Panel Discussion""","2018-04-15T14:00:00-07:00","2018-04-15T16:00:00-07:00","[""Galleries""]","49.327049",-123.154809
"1032151","""L’Innovation! French Classics by Request""","2018-04-21T19:30:00-07:00","2018-04-21T19:30:00-07:00","[""Concerts""]","49.2388004",-122.8609699
"1031906","""Introducing Solids : Baby&#039;s First Foods""","2018-04-17T10:00:00-07:00","2018-04-17T11:00:00-07:00","[""Food & Drink"", ""Kids' Stuff""]","49.27762999999999",-122.852192
"1032371","""Shen Wei Dance Arts""","2018-03-02T20:00:00-08:00","2018-03-03T20:00:00-08:00","[""Dance"", ""Festivals""]","49.2803846",-123.1126611
"1024791","""Earlybird RV show and sale""","2018-02-15T00:00:00-08:00","2018-02-18T00:00:00-08:00","[""Other""]","49.0240436",-122.3813333
"1022331","""The Ultimate Traveller: Impressions of Iran""","2018-02-07T19:00:00-08:00","2018-02-07T21:00:00-08:00","[""Galleries"", ""Other""]","49.327049",-123.154809
"1032066","""Hayley Kiyoko""","2018-04-18T20:00:00-07:00","2018-04-18T20:00:00-07:00","[""Concerts""]","49.2798086",-123.1216378
"1031776","""Lovestruck Cabaret Valentine&#039;s Dinner and Show""","2018-02-14T19:00:00-08:00","2018-02-14T19:00:00-08:00","[""Performing Arts"", ""Theatre""]","49.28562609999999",-123.1268826
"1031646","""Reframing Photography""","2018-04-16T19:00:00-07:00","2018-04-16T21:00:00-07:00","[""Galleries""]","49.327049",-123.154809
"1024161","""Van Kijkduinstraat""","2018-02-12T00:00:00-08:00","2018-02-17T00:00:00-08:00","[""Galleries"", ""Museums""]","49.2732532",-123.1517905
"1031486","""Cabaret""","2018-04-12T00:00:00-07:00","2018-04-29T00:00:00-07:00","[""Theatre"", ""Performing Arts""]","49.2151825",-122.9269202
"1031731","""Adapting to Climate Change in Metro Vancouver: Key Policies and Innovative Campaigns""","2018-02-27T19:30:00-08:00","2018-02-27T21:00:00-08:00","[""Forums & Talks""]","49.312323",-123.0808707
"1031721","""From Oysters to Orcas""","2018-02-27T17:30:00-08:00","2018-02-27T20:00:00-08:00","[""Food & Drink"", ""Fundraisers & Charity""]","49.2786079",-123.1141059
"1031211","""Dr. Ramzy Baroud and the Palestinian Narrative""","2018-02-28T18:30:00-08:00","2018-02-28T21:00:00-08:00","[""Activism""]","49.28451159999999",-123.1116016
"1032226","""MoonBug""","2018-02-18T20:00:00-08:00","2018-02-18T23:00:00-08:00","[""Concerts"", ""Nightlife""]","49.2660509",-123.0694337
"1021791","""Beethoven Sonatas Recital""","2018-01-28T19:00:00-08:00","2018-01-28T21:10:00-08:00","[""Concerts""]","49.19253399999999",-123.0862601
"1032141","""Grieves""","2018-04-06T20:00:00-07:00","2018-04-06T20:00:00-07:00","[""Concerts""]","49.28052839999999",-123.1007512
"1031456","""Loving Vincent""","2018-02-26T19:30:00-08:00","2018-02-26T19:30:00-08:00","[""Film""]","49.2151825",-122.9269202
"1031916","""Songs of Justice, Songs of Freedom, Songs of Hope""","2018-02-25T15:30:00-08:00","2018-02-25T15:30:00-08:00","[""Concerts""]","49.2311555",-123.1590108
"1031256","""Pop Up and Play!""","2018-02-25T09:00:00-08:00","2018-02-25T12:00:00-08:00","[""Kids' Stuff"", ""Markets""]","49.2408344",-123.1016899
"1031016","""The Death and Life of the Single-Family House""","2018-02-22T19:30:00-08:00","2018-02-22T19:30:00-08:00","[""Forums & Talks""]","49.27638349999999",-123.1445046
"1031421","""The Winter Of Our Discontent""","2018-03-10T19:00:00-08:00","2018-03-10T21:00:00-08:00","[""Concerts"", ""Performing Arts""]","49.280355",-123.1197582
"1031826","""Soul Work: The Spirit of Creativity""","2018-04-05T16:00:00-07:00","2018-04-08T16:00:00-07:00","[""Holiday""]","49.1659926",-124.0074211
"1031866","""Park Sound Presents""","2018-02-24T19:30:00-08:00","2018-02-24T19:30:00-08:00","[""Concerts""]","49.3024324",-123.0329809
"1032296","""The Robert and Ellen Silverman Piano Concerto Competition""","2018-03-02T18:00:00-08:00","2018-03-02T18:00:00-08:00","[""Concerts""]","49.2676697",-123.2564697
"1031911","""Easter Bunny Yoga""","2018-04-01T14:00:00-07:00","2018-04-01T15:00:00-07:00","[""Fundraisers & Charity"", ""Holiday""]","49.1817331",-123.1327768
"1032166","""Lamondance and Friends Dance Gala""","2018-02-24T18:00:00-08:00","2018-02-24T22:00:00-08:00","[""Dance"", ""Fundraisers & Charity""]","49.3161442",-123.0199471
"1032281","""Popeye""","2018-02-18T11:00:00-08:00","2018-02-18T11:00:00-08:00","[""Film""]","49.2786643",-123.1265618
"1032336","""Electrical Safety in Older Buildings""","2018-05-01T18:30:00-07:00","2018-05-01T20:30:00-07:00","[""Other""]","49.27172090000001",-123.1053657
"1032331","""The Future of Work in Canada: Emerging Trends and Opportunities""","2018-02-26T08:00:00-08:00","2018-02-26T14:30:00-08:00","[""Forums & Talks""]","49.2843525",-123.1148599
"1025471","""Fun Home""","2018-02-08T00:00:00-08:00","2018-03-10T00:00:00-08:00","[""Theatre""]","49.27226169999999",-123.1343217
"1024171","""Chowder SmackDown""","2018-02-08T18:00:00-08:00","2018-02-08T20:00:00-08:00","[""Fundraisers & Charity"", ""Food & Drink""]","49.2836465",-123.1039494
"1025711","""Funk In The Trunk""","2018-03-02T20:00:00-08:00","2018-03-02T20:00:00-08:00","[""Concerts""]","49.2828958",-123.1150214
"1032361","""RAP""","2018-02-16T23:00:00-08:00","2018-02-16T23:00:00-08:00","[""Nightlife"", ""Dance""]","49.28103369999999",-123.1041914
"1032326","""Saturday Sessions""","2018-02-17T16:30:00-08:00","2018-03-03T19:30:00-08:00","[""Concerts""]","49.2828958",-123.1150214
"1032791","""Valentine&#039;s Day Trivia Night at Mahony &amp; Sons Stamps Landing (False Creek)""","2018-02-14T19:00:00-08:00","2018-02-14T19:00:00-08:00","[""Nightlife"", ""Food & Drink""]","49.269076",-123.1187966
"1024026","""Murakami&#039;s Birthday Bash After Party""","2018-02-02T20:30:00-08:00","2018-02-02T20:30:00-08:00","[""Fundraisers & Charity"", ""Nightlife""]","49.2830077",-123.1208179
"1032276","""Out There: The Visionary Cinema of Nicolas Roeg""","2018-02-17T00:00:00-08:00","2018-03-04T00:00:00-08:00","[""Film""]","49.2786643",-123.1265618
"1032356","""Ezra Kwizera""","2018-02-15T20:30:00-08:00","2018-02-15T20:30:00-08:00","[""Concerts"", ""Performing Arts""]","49.28103369999999",-123.1041914
"1032201","""Wine for Waves""","2018-04-13T19:00:00-07:00","2018-04-13T22:00:00-07:00","[""Fundraisers & Charity"", ""Food & Drink""]","49.2832102",-123.1187074
"1032231","""Lady Diamond&#039;s Speakeasy""","2018-02-23T20:00:00-08:00","2018-02-23T23:00:00-08:00","[""Performing Arts"", ""Food & Drink""]","49.2796914",-123.0975157
"1025721","""Clay Ravens""","2018-03-09T20:00:00-08:00","2018-03-09T20:00:00-08:00","[""Concerts""]","49.2828958",-123.1150214
"1032306","""Opening to Compassion: An Introduction to the Diamond Approach""","2018-04-06T19:00:00-07:00","2018-04-07T17:00:00-07:00","[""Forums & Talks""]","49.2673175",-123.1007796
"1032566","""Joey Bada$$""","2018-05-12T21:00:00-07:00","2018-05-12T21:00:00-07:00","[""Concerts""]","49.2798086",-123.1216378
"1032631","""The Gathering of Eagles""","2018-03-03T19:30:00-08:00","2018-03-03T19:30:00-08:00","[""Concerts"", ""Fundraisers & Charity""]","49.3178109",-123.1243153
"1032386","""Modified Ghost Festival III""","2018-05-23T18:00:00-07:00","2018-05-27T18:00:00-07:00","[""Concerts"", ""Festivals""]","49.2809834",-123.0983592
"1035076","""Incite: Tales from the Feminist Frontline""","2018-04-11T19:30:00-07:00","2018-04-11T21:00:00-07:00","[""Literary/Books""]","49.2796667",-123.1154679
"1024176","""Family Day Long Weekend Party""","2018-02-11T22:00:00-08:00","2018-02-12T03:00:00-08:00","[""Nightlife"", ""Dance""]","49.2836465",-123.1039494
"1022566","""PBLI - First Nation Community Trusts""","2018-03-13T09:00:00-07:00","2018-03-13T17:00:00-07:00","[""Forums & Talks""]","49.2829261",-123.1203895
"1022526","""HipBang! - The History of Romance""","2018-02-16T20:00:00-08:00","2018-02-16T20:00:00-08:00","[""Comedy""]","49.1913466",-122.8490126
"1032551","""Camila Cabello""","2018-04-09T20:00:00-07:00","2018-04-09T20:00:00-07:00","[""Concerts""]","49.2798019",-123.1204229
"1032616","""Nature in a Box: the paradoxical and dangerous world of zoos and aquariums""","2018-03-27T19:00:00-07:00","2018-03-27T19:00:00-07:00","[""Forums & Talks"", ""Activism""]","49.27966840000001",-123.1154772
"1038536","""FVDED in the Park""","2018-07-06T00:00:00-07:00","2018-07-07T00:00:00-07:00","[""Festivals""]","49.1843719",-122.8456002
"1032381","""VSO School of Music: Festival for Strings""","2018-02-19T00:00:00-08:00","2018-02-21T00:00:00-08:00","[""Performing Arts"", ""Other""]","49.280355",-123.1197582
"1032606","""Public Film Premiere: Women Bending the Curve on Climate Change""","2018-03-22T19:00:00-07:00","2018-03-22T21:00:00-07:00","[""Film"", ""Forums & Talks""]","49.2790486",-123.1147362
"1032596","""Lost in Paris""","2018-03-01T18:30:00-08:00","2018-03-01T18:30:00-08:00","[""Film""]","49.277062",-123.124918
"1032591","""Special Feature: FlyOver America""","2018-03-01T10:00:00-08:00","2018-04-02T21:00:00-07:00","[""Attractions""]","49.2886946",-123.1111906
"1032396","""Mistaken identities: tracking down Roman emperors in modern art""","2018-03-20T19:30:00-07:00","2018-03-20T19:30:00-07:00","[""Forums & Talks""]","49.2682551",-123.2546777
"1032391","""The Divine Order""","2018-03-08T18:30:00-08:00","2018-03-08T21:00:00-08:00","[""Film""]","49.23344280000001",-123.1267225
"1032826","""Work in the 21st Century: Innovations in Research""","2018-02-26T19:00:00-08:00","2018-02-26T21:00:00-08:00","[""Other""]","49.2843525",-123.1148599
"1033056","""UBC Mechanical Engineering Department Tour""","2018-03-26T13:00:00-07:00","2018-03-26T14:30:00-07:00","[""Other""]","49.2627317",-123.2489408
"1033106","""Piano, fiddle, and accordion concert""","2018-03-18T15:00:00-07:00","2018-03-18T17:00:00-07:00","[""Concerts""]","49.2604583",-123.1366234
"1032766","""Collaborative Truffle Dinner""","2018-02-19T17:30:00-08:00","2018-02-19T22:00:00-08:00","[""Food & Drink""]","49.260986",-123.100708
"1032691","""Lila! With Clara Roberts-Oss""","2018-02-18T13:30:00-08:00","2018-02-18T15:30:00-08:00","[""Other""]","49.268327",-123.1554636
"1035021","""Black History Month: Sweet Dreams Screening and Drum Workshop""","2018-02-23T19:00:00-08:00","2018-02-23T19:00:00-08:00","[""Film"", ""Performing Arts""]","49.27010139999999",-123.1355423
"1024676","""Toque Flamenco""","2018-01-27T20:30:00-08:00","2018-01-27T20:30:00-08:00","[""Nightlife"", ""Performing Arts""]","49.2543709",-123.1149523
"1030921","""Three-Hour Introduction to Bartending""","2018-02-23T19:00:00-08:00","2018-02-23T22:00:00-08:00","[""Food & Drink""]","49.2830225",-123.1127501
"1032786","""The Future of Work in Canada: Emerging Trends and Opportunities""","2018-02-26T08:00:00-08:00","2018-02-26T14:30:00-08:00","[""Forums & Talks""]","49.2843525",-123.1148599
"1032076","""Wye Oak""","2018-07-14T20:00:00-07:00","2018-07-14T20:00:00-07:00","[""Concerts""]","49.2604058",-123.0966757
"1031506","""2018 BC Cup - Natural Qualifier""","2018-06-23T00:00:00-07:00","2018-06-23T00:00:00-07:00","[""Sports""]","49.2151825",-122.9269202
"1033091","""Parenting Challenging Child Behaviours""","2018-02-26T19:00:00-08:00","2018-02-26T20:30:00-08:00","[""Forums & Talks""]","49.2647144",-123.1687813
"1032696","""Winter&#039;s Water with Persia""","2018-02-25T13:30:00-08:00","2018-02-25T15:30:00-08:00","[""Other""]","49.268327",-123.1554636
"1032781","""The Pat Chessell Band""","2018-02-14T19:00:00-08:00","2018-02-14T19:00:00-08:00","[""Nightlife"", ""Concerts""]","49.265961",-123.2466381
"1033066","""Enhancing your psychological health and wellness""","2018-02-22T19:00:00-08:00","2018-02-22T20:30:00-08:00","[""Forums & Talks""]","49.2733084",-123.1217472
"1033096","""Beyond Judgment: Resolving Conflicts Assertively, not Aggressively""","2018-02-27T19:00:00-08:00","2018-02-27T20:30:00-08:00","[""Forums & Talks""]","49.27966840000001",-123.1154772
"1026231","""Travel Talk: Treasures of Indochina""","2018-02-15T19:00:00-08:00","2018-02-15T20:30:00-08:00","[""Forums & Talks""]","49.279794",-123.11567
"1031046","""JCC Share the Fun Purim with Pancake Breakfast""","2018-02-25T10:30:00-08:00","2018-02-25T13:00:00-08:00","[""Holiday"", ""Kids' Stuff""]","49.23344280000001",-123.1267225
"1033046","""Psychology and Trauma""","2018-02-19T19:00:00-08:00","2018-02-19T20:30:00-08:00","[""Forums & Talks""]","49.2442998",-123.1076556
"1032686","""Meditation Revealed with Bernie Clark and Nathalie Keiller""","2018-02-18T00:00:00-08:00","2018-02-25T00:00:00-08:00","[""Other""]","49.2704237",-123.1326452
"1032816","""Urban Grind at Harbour Centre""","2018-03-06T16:30:00-08:00","2018-03-27T18:30:00-07:00","[""Sports"", ""Attractions""]","49.2846966",-123.1119349
"1032711","""To Bill, with Love""","2018-03-04T20:00:00-08:00","2018-03-04T20:00:00-08:00","[""Theatre""]","49.261346",-123.1382117
"1033086","""A Special Philosophers&#039; Café: Work and Purpose Later in Life""","2018-03-06T10:30:00-08:00","2018-03-06T12:00:00-08:00","[""Other""]","49.28451159999999",-123.1116016
"1032821","""The Conmen""","2018-02-17T19:30:00-08:00","2018-02-17T19:30:00-08:00","[""Nightlife"", ""Concerts""]","49.2903197",-123.1174984
"1032891","""Checo Tohomeso""","2018-02-17T19:00:00-08:00","2018-02-17T19:00:00-08:00","[""Concerts"", ""Nightlife""]","49.269076",-123.1187966
"1033081","""Worker Writers and the Poetics of Labour""","2018-03-04T15:30:00-08:00","2018-03-04T17:00:00-08:00","[""Other""]","49.27966840000001",-123.1154772
"1032676","""Weekend Workshops with Janet Stone: Intuitive Sequencing""","2018-02-16T19:30:00-08:00","2018-02-18T17:00:00-08:00","[""Other""]","49.268327",-123.1554636
"1023231","""Pathways to Affordable Housing""","2018-03-01T12:00:00-08:00","2018-03-01T13:00:00-08:00","[""Forums & Talks""]","49.280592",-123.1225148
"1023941","""Pro-Am Night""","2018-01-31T00:00:00-08:00","2018-03-28T00:00:00-07:00","[""Comedy""]","49.2601559",-123.1156326
"1019101","""where this lives now""","2018-02-02T18:00:00-08:00","2018-02-02T18:00:00-08:00","[""Dance"", ""Performing Arts""]","49.2795739",-123.0992856
"1032801","""The New Shackletons""","2018-02-16T19:30:00-08:00","2018-02-16T19:30:00-08:00","[""Concerts"", ""Nightlife""]","49.265961",-123.2466381
"1033071","""Symposium: Art, Labour, and the Future of Work""","2018-03-03T00:00:00-08:00","2018-03-04T00:00:00-08:00","[""Other""]","49.280234",-123.0987623
"1032756","""TesseracT""","2018-05-09T18:00:00-07:00","2018-05-09T18:00:00-07:00","[""Concerts"", ""Nightlife""]","49.2809834",-123.0983592
"1028941","""Organizing Your Finances in 1 Month""","2018-11-05T19:00:00-08:00","2018-11-05T20:30:00-08:00","[""Forums & Talks"", ""Other""]","49.2282583",-123.0063736
"1032886","""The Town Pants""","2018-02-16T19:00:00-08:00","2018-02-16T19:00:00-08:00","[""Concerts"", ""Nightlife""]","49.269076",-123.1187966
"1033061","""A Special SFU City Conversations: Making Visible the Invisible: The Intersectionality of Invisible Labour""","2018-03-01T12:30:00-08:00","2018-03-01T13:30:00-08:00","[""Other""]","49.28451159999999",-123.1116016
"1032771","""The Spirit Messenger Show""","2018-02-15T12:00:00-08:00","2018-03-07T17:00:00-08:00","[""Galleries"", ""Other""]","49.2569493",-123.1849237
"1032896","""Basic Income: Progressive Hopes and Neoliberal Realities""","2018-02-27T19:30:00-08:00","2018-02-27T21:30:00-08:00","[""Other""]","49.284337",-123.1129012
"1023541","""Kids Takeover UBC at MOA""","2018-02-11T12:00:00-08:00","2018-02-11T17:00:00-08:00","[""Kids' Stuff"", ""Museums""]","49.2694157",-123.2594951
"1014501","""Blue""","2018-01-12T18:30:00-08:00","2018-01-18T18:50:00-08:00","[""Film""]","49.277062",-123.124918
"1033196","""Kids&#039; Stuff Only Market""","2018-03-04T10:00:00-08:00","2018-03-04T13:00:00-08:00","[""Kids' Stuff""]","49.2900551",-123.1256944
"1033241","""#InstantChoir in East Van""","2018-02-20T19:30:00-08:00","2018-02-20T21:00:00-08:00","[""Performing Arts"", ""Nightlife""]","49.2773031",-123.0660697
"1033256","""Choral Tapestry""","2018-03-03T20:00:00-08:00","2018-03-03T20:00:00-08:00","[""Concerts"", ""Galleries""]","49.3291934",-123.0726506
"1031816","""GnFnR (Guns n Roses) and Bonnie Scott (ACDC) Better Late then Never""","2018-03-10T21:00:00-08:00","2018-03-10T21:00:00-08:00","[""Nightlife"", ""Concerts""]","49.19819099999999",-122.8449531
"1033226","""Spoken INK""","2018-02-20T20:00:00-08:00","2018-02-20T21:30:00-08:00","[""Literary/Books""]","49.239272",-122.968702
"1033291","""JavaScript Essentials Workshop""","2018-03-17T13:00:00-07:00","2018-03-17T16:00:00-07:00","[""Other"", ""Forums & Talks""]","49.28184419999999",-123.1081617
"1033411","""Family Movies at the Library""","2018-03-16T18:00:00-07:00","2018-03-16T20:00:00-07:00","[""Film""]","49.2641594",-123.1002054
"1033476","""Susan Boyd""","2018-03-06T19:00:00-08:00","2018-03-06T20:30:00-08:00","[""Literary/Books""]","49.27966840000001",-123.1154772
"1030541","""CONSTRUCTION ABSTRACTION Artist Talk featuring Mark Bowen""","2018-03-10T14:00:00-08:00","2018-03-10T15:00:00-08:00","[""Galleries"", ""Forums & Talks""]","49.239272",-122.968702
"1030751","""Cookies""","2018-02-13T21:00:00-08:00","2018-02-13T21:00:00-08:00","[""Concerts""]","49.2828958",-123.1150214
"1033481","""Genealogy: Trace Your Ancestors with FamilySearch""","2018-03-06T14:00:00-08:00","2018-03-06T15:30:00-08:00","[""Other""]","49.2333126",-123.1561524
"1033506","""Employment Workshops""","2018-03-06T13:00:00-08:00","2018-03-22T20:00:00-07:00","[""Other""]","49.2627982",-123.0780203
"1033446","""Kids Creation Station Series: Redesign a Book Cover""","2018-03-03T14:30:00-08:00","2018-03-03T16:30:00-08:00","[""Kids' Stuff""]","49.27966840000001",-123.1154772
"1029076","""Animenz Anime Piano Concert""","2018-03-02T19:00:00-08:00","2018-03-02T19:00:00-08:00","[""Concerts""]","49.26060520000001",-123.2459938
"1023901","""KPU Surrey Open House""","2018-02-24T11:00:00-08:00","2018-02-24T15:00:00-08:00","[""Attractions"", ""Other""]","49.1324694",-122.8706617
"1033431","""Inspiration Lab Drop-ins""","2018-03-03T11:00:00-08:00","2018-03-26T15:00:00-07:00","[""Other""]","49.27966840000001",-123.1154772
"1033591","""Fused: The Epic Improv Team-up""","2018-03-02T20:00:00-08:00","2018-03-02T21:45:00-08:00","[""Comedy"", ""Performing Arts""]","49.20409799999999",-122.9065112
"1033376","""Indigenous Dance Artist Panel""","2018-03-01T19:00:00-08:00","2018-03-01T21:00:00-08:00","[""Museums"", ""Other""]","49.2694157",-123.2594951
"1033386","""Story Circle for Adults""","2018-03-01T10:15:00-08:00","2018-03-20T11:30:00-07:00","[""Other""]","49.2627982",-123.0780203
"1033536","""Sanity Rules""","2018-02-28T19:00:00-08:00","2018-02-28T20:30:00-08:00","[""Comedy"", ""Theatre""]","49.20409799999999",-122.9065112
"1033301","""Beluga Whales, Microplastics and an Inuit Community""","2018-02-27T19:00:00-08:00","2018-02-27T19:00:00-08:00","[""Forums & Talks"", ""Museums""]","49.3007961",-123.1309293
"1033351","""The Take Back""","2018-02-19T20:00:00-08:00","2018-03-05T20:00:00-08:00","[""Concerts""]","49.2828958",-123.1150214
"1033371","""From Vienna to America""","2018-02-25T15:30:00-08:00","2018-02-25T15:30:00-08:00","[""Concerts""]","49.2268707",-123.1276907
"1033601","""Sunday Afternoon Soul""","2018-02-18T16:00:00-08:00","2018-02-18T16:00:00-08:00","[""Nightlife"", ""Dance""]","49.2632212",-123.1237549
"1021966","""Fused: The Epic Improv Team-up""","2018-02-02T08:00:00-08:00","2018-02-02T21:45:00-08:00","[""Comedy"", ""Performing Arts""]","49.20409799999999",-122.9065112
"1025731","""CAG Sunday Afternoon Tours""","2018-02-25T15:00:00-08:00","2018-02-25T15:00:00-08:00","[""Galleries"", ""Forums & Talks""]","49.27826270000001",-123.1211278
"1021486","""Saturday Night at Prohibition""","2018-02-03T18:00:00-08:00","2018-02-03T20:00:00-08:00","[""Food & Drink"", ""Forums & Talks""]","49.2834361",-123.1192058
"1033526","""Traditional Medicine-Making: Infused Oil Roll-Ons""","2018-03-15T19:00:00-07:00","2018-03-15T21:00:00-07:00","[""Attractions"", ""Forums & Talks""]","49.29441",-123.1379145
"1033521","""West Coast Chicago""","2018-02-24T20:00:00-08:00","2018-02-24T20:00:00-08:00","[""Concerts"", ""Nightlife""]","49.1557459",-122.9135095
"1033516","""The Inside Story: Dissect a Coyote""","2018-03-13T19:00:00-07:00","2018-03-13T21:00:00-07:00","[""Attractions"", ""Forums & Talks""]","49.29441",-123.1379145
"1033441","""The Aging Digestive Tract""","2018-03-14T19:00:00-07:00","2018-03-14T20:30:00-07:00","[""Forums & Talks""]","49.260803",-123.123994
"1033391","""Our Roots Exposed | Spirits of the Woods | Industrial Revolution""","2018-02-22T00:00:00-08:00","2018-03-22T00:00:00-07:00","[""Galleries""]","49.2763628",-122.857152
"1033511","""Nature Medicine Walk - An Introduction to an Ancient Practice""","2018-03-11T13:30:00-07:00","2018-03-11T15:30:00-07:00","[""Attractions"", ""Forums & Talks""]","49.29970830000001",-123.1339011
"1033576","""Kellarissa Record Release Show w/ Devours + Hello Blue Roses""","2018-03-22T20:00:00-07:00","2018-03-22T20:00:00-07:00","[""Concerts"", ""Performing Arts""]","49.27217580000001",-123.1351032
"1033451","""Kids Creation Station Series: Discover Your Inner Superhero""","2018-03-20T10:15:00-07:00","2018-03-20T12:15:00-07:00","[""Kids' Stuff""]","49.27966840000001",-123.1154772
"1032071","""Vance Joy""","2018-06-30T00:00:00-07:00","2018-06-30T00:00:00-07:00","[""Concerts""]","49.24098129999999",-122.971279
"1032506","""The Star-Spangled Girl""","2018-02-22T20:00:00-08:00","2018-03-07T20:00:00-08:00","[""Theatre"", ""Comedy""]","49.27217580000001",-123.1351032
"1032751","""A Beautiful View""","2018-03-16T00:00:00-07:00","2018-03-25T00:00:00-07:00","[""Theatre"", ""Performing Arts""]","49.2658929",-123.1582509
"1033531","""Nature Art: #naturephotography""","2018-03-17T13:30:00-07:00","2018-03-17T15:30:00-07:00","[""Attractions""]","49.29441",-123.1379145
"1033766","""Toque Flamenco""","2018-02-17T20:30:00-08:00","2018-02-17T20:30:00-08:00","[""Nightlife"", ""Performing Arts""]","49.2543709",-123.1149523
"1033296","""SFU Café Scientifique: &quot;What if our world was upside down?&quot;""","2018-02-23T19:00:00-08:00","2018-02-23T20:30:00-08:00","[""Forums & Talks"", ""Other""]","49.2005023",-122.9183742
"1033321","""Culture at the Centre""","2018-03-18T00:00:00-07:00","2018-10-08T00:00:00-07:00","[""Galleries""]","49.2694157",-123.2594951
"1033416","""QueerFm Music/Art Showcase""","2018-03-10T20:30:00-08:00","2018-03-10T20:30:00-08:00","[""Performing Arts"", ""Concerts""]","49.2812354",-123.0859147
"1033401","""New Works Pop Up Dances: World Poetry Day""","2018-03-18T13:00:00-07:00","2018-03-18T14:00:00-07:00","[""Dance"", ""Performing Arts""]","49.27966840000001",-123.1154772
"1033701","""Trump: End the Blockade of Cuba!""","2018-02-17T16:00:00-08:00","2018-02-17T16:00:00-08:00","[""Activism""]","49.287487",-123.1196456
"1033631","""Sounds of Green""","2018-03-11T16:00:00-07:00","2018-03-11T17:00:00-07:00","[""Museums"", ""Concerts""]","49.286889",-123.13215
"1025081","""Sing… You Make My Dreams by Hall and Oates""","2018-01-31T19:30:00-08:00","2018-01-31T21:00:00-08:00","[""Performing Arts"", ""Nightlife""]","49.2630426",-123.1762351
"1032246","""Island Summer Games""","2018-06-22T08:00:00-07:00","2018-06-24T08:00:00-07:00","[""Sports""]","48.4438744",-123.3639013
"1033406","""Family Movies at the Library""","2018-03-02T15:30:00-08:00","2018-03-23T17:15:00-07:00","[""Film""]","49.250967",-123.0422821
"1033646","""Jews and Sex: Visionary Insights and Tragic Failure""","2018-03-08T19:00:00-08:00","2018-03-08T19:00:00-08:00","[""Forums & Talks""]","49.2289108",-123.1175858
"1033786","""Botanist x Odette Collaboration Dinner""","2018-02-22T00:00:00-08:00","2018-02-23T00:00:00-08:00","[""Food & Drink""]","49.2880938",-123.1165232
"1033856","""Peter Pan the Musical""","2018-03-09T00:00:00-08:00","2018-03-11T00:00:00-08:00","[""Kids' Stuff"", ""Theatre""]","49.16200019999999",-122.8411763
"1025486","""Family Day Celebration at Trout Lake Community Centre""","2018-02-12T11:00:00-08:00","2018-02-12T15:00:00-08:00","[""Festivals""]","49.2547468",-123.0661112
"1003541","""The Oh Hellos""","2018-03-25T20:00:00-07:00","2018-03-25T20:00:00-07:00","[""Concerts""]","49.2621803",-123.0704502
"1022356","""&quot;A Ribbon Around a Bomb&quot;: Frida Kahlo&#039;s Universal Appeal""","2018-02-19T19:00:00-08:00","2018-02-19T21:00:00-08:00","[""Galleries""]","49.327049",-123.154809
